rank,workflow_id,title,process_area,file,monthly_hours_low,monthly_hours_high,fte_high,effort_steps,automated_steps,cadence_only_steps,qualitative_steps,elapsed_days_low,elapsed_days_high,per_unit_rates,live_or_dormant,dormant_capabilities
1571,W1158,Store-Level Customer Project Material List Sharing & Contractor Collaborative Shopping,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.2-project-estimation-and-advisory.md,0.00,0.00,0.000,0,1,0,0,0.0,0.0,0,live,
1572,W1227,Store-Level Customer Kitchen & Bathroom Complete Renovation Material Calculator & Project Quote,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.2-project-estimation-and-advisory.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
1573,W1238,"Customer Building Plan Review, Material Take-Off & Professional Estimation Service",VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.2-project-estimation-and-advisory.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
1574,W1246,Store-Level Customer Roofing & Structural Material Load Calculation & Estimation Service,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.2-project-estimation-and-advisory.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
1575,W1284,Customer Bulk Material Quantity Takeoff & Quotation Service,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.2-project-estimation-and-advisory.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,1,live,
1576,W1314,"Customer Project Material List (Bill of Materials) Creation, Management & Reorder Tracking",VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.2-project-estimation-and-advisory.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,1,live,
1577,W1517,"Customer Structural Steel & Rebar Estimation, Span Calculation & Engineering Advisory Service",VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.2-project-estimation-and-advisory.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,1,live,
1578,W1518,"Customer Solar PV System Sizing, ROI Modeling, Net Metering Application & Installation Package Advisory",VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.2-project-estimation-and-advisory.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,1,live,
1579,W746,Store-Level Building Material Sample Management & Customer Selection Assistance,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.3-customer-amenities-and-assistance.md,0.00,0.00,0.000,0,2,0,0,0.0,0.0,1,live,
1580,W775,Store-Level Customer Loyalty Card Replacement & Account Recovery,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.3-customer-amenities-and-assistance.md,0.00,0.00,0.000,0,2,0,2,0.0,0.0,0,live,
1581,W1239,"Store-Level Power Tool Live Demo, Safety Briefing & Customer Engagement Event",VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.3-customer-amenities-and-assistance.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,1,live,
1582,W2742,Customer Construction Material Quantity Calculator & Project Estimation Assistance,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.3-customer-amenities-and-assistance.md,0.00,0.00,0.000,0,1,0,0,0.0,0.0,0,live,
1583,W2743,"Customer Project Shopping List Creation, Multi-Trip Purchase Coordination & Staged Fulfillment",VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.3-customer-amenities-and-assistance.md,0.00,0.00,0.000,0,1,1,0,0.0,0.0,0,live,
1584,W2744,Customer Emergency Repair & Urgent Need Rapid-Fulfillment Assistance,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.3-customer-amenities-and-assistance.md,0.00,0.00,0.000,0,0,0,1,0.0,0.0,0,live,
1585,W98,Ecommerce Order Exception & Cancellation Management,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.1-ecommerce-platform-operations.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
1586,W266,Ecommerce Online Fraud Detection & Prevention,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.1-ecommerce-platform-operations.md,0.00,0.00,0.000,0,4,0,0,0.0,0.0,0,live,
1587,W267,Ecommerce Digital Payment Reconciliation & Dispute Handling,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.1-ecommerce-platform-operations.md,0.00,0.00,0.000,0,3,0,0,0.0,0.0,0,live,
1588,W568,E-Commerce Flash Sale & Limited-Time Offer Operations,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.1-ecommerce-platform-operations.md,0.00,0.00,0.000,0,1,0,2,0.0,0.0,0,live,
1589,W569,E-Commerce New Product Launch & Go-Live Process,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.1-ecommerce-platform-operations.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
1590,W659,Ecommerce Platform Incident Management,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.1-ecommerce-platform-operations.md,0.00,0.00,0.000,0,1,0,1,0.0,0.0,0,live,
1591,W1510,"Customer Digital Home Project Planner, Materials Calculator & Shopping List",VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.1-ecommerce-platform-operations.md,0.00,0.00,0.000,0,3,0,0,0.0,0.0,0,live,
1592,W11,Ecommerce — BOPIS Order Fulfillment,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,5,0,0,0.0,0.0,1,live,
1593,W19,Ecommerce — Home Delivery Fulfillment,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,4,0,1,0.0,0.0,4,dormant,CAP-F04
1594,W19B,Ship from Store (Store-Fulfilled Home Delivery),VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,3,1,1,0.0,0.0,4,dormant,CAP-F05
1595,W210,E-commerce Fulfillment Hub (Dark Store) Operations,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,1,dormant,CAP-F08
1596,W215,Customer Home Delivery Reverse Logistics (Returns),VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,1,0,0,0.0,0.0,0,live,
1597,W246,Drop-Ship Vendor (DSV) Order Fulfillment,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,3,0,0,2.0,4.0,0,dormant,CAP-F07
1598,W247,BOPIS Smart Locker & Queue Management,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,3,0,0,0.0,0.0,0,live,
1599,W899,Customer Bulk/Project Delivery Scheduling & Multi-Drop Coordination (B2C),VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,2,dormant,CAP-F04
1600,W1013,E-Commerce Last-Mile Delivery Partner Performance Weekly Review,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,1,0,0,0.0,0.0,1,dormant,CAP-F04
1601,W1234,Customer E-Commerce Same-Day & Next-Day Express Delivery Fulfillment,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,2,0,0,0.0,0.0,1,dormant,CAP-F06
1602,W1273,Customer E-Commerce In-Store Return Drop-Off Processing & Cross-Channel Refund,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,0.00,0.00,0.000,0,2,0,0,0.0,0.0,0,live,
1603,W180,E-commerce Marketplace Integration (Lazada/Shopee),VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.3-marketplace-and-social-commerce.md,0.00,0.00,0.000,0,2,0,0,0.0,0.0,0,dormant,CAP-C03;CAP-C04
1604,W947,Ecommerce Live Video Shopping & Virtual Store Walkthrough,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.3-marketplace-and-social-commerce.md,0.00,0.00,0.000,0,1,0,0,0.0,0.0,0,dormant,CAP-C03;CAP-C04
1605,W1209,"E-Commerce Mega-Sale Event Preparation & Execution (Lazada/Shopee 9.9, 11.11, 12.12)",VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.3-marketplace-and-social-commerce.md,0.00,0.00,0.000,0,0,0,0,9.0,12.0,0,dormant,CAP-C03;CAP-C04
1606,W5550,"Marketplace Account Suspension, Enforcement Freeze & Appeal Recovery Protocol",VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.3-marketplace-and-social-commerce.md,0.00,0.00,0.000,0,0,1,0,4.0,12.0,0,dormant,CAP-C03;CAP-C04
1607,W3257,"Legal Matter Intake, Triage & Matter Master",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.1-legal-matter-case-outside-counsel-management.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1608,W3258,Litigation Case Lifecycle & Pre-Trial Management,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.1-legal-matter-case-outside-counsel-management.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1609,W3259,"Outside Counsel Selection, Engagement & Billing",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.1-legal-matter-case-outside-counsel-management.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1610,W3260,"Alternative Dispute Resolution, Arbitration & Mediation",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.1-legal-matter-case-outside-counsel-management.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1611,W3261,"Settlement, Judgment & Loss Accrual Accounting",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.1-legal-matter-case-outside-counsel-management.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
1612,W3262,Litigation Hold Initiation & Evidence Coordination,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.1-legal-matter-case-outside-counsel-management.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1613,W3263,"Court Filing, Service & Judgment Enforcement",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.1-legal-matter-case-outside-counsel-management.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1614,W3264,Legal Matter Analytics & Loss Forecasting,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.1-legal-matter-case-outside-counsel-management.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1615,W3265,"Trademark, Copyright & Industrial Design Portfolio Strategy",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1616,W3266,"Trademark Search, Prosecution & IPOPHL Filing",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1617,W3267,"IP Renewal, Maintenance & Portfolio Lifecycle",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
1618,W3268,"IP Enforcement, Cease-and-Desist & Infringement Action",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1619,W3269,"Brand Licensing, Franchise & IP Commercialization",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
1620,W3270,"Trade Secret, Confidentiality & Non-Disclosure Management",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
1621,W3271,"Domain Name, Anti-Cybersquatting & Digital IP Protection",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
1622,W3272,IP Portfolio Valuation & Risk Analytics,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1623,W5563,Brand-Impersonation Commerce-Scam Response (Fake Sellers & Fraudulent Pickup Offers),VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.2-intellectual-property-portfolio-brand-protection.md,0.00,0.00,0.000,0,0,1,3,9.0,19.0,0,live,
1624,W3273,"Contract Template, Clause Library & Legal Review Support",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.3-corporate-legal-advisory-contracts-risk-governance.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
1625,W3274,Contract Lifecycle Support & Obligation Tracking,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.3-corporate-legal-advisory-contracts-risk-governance.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
1626,W3275,Legal Entity Management & Corporate Secretarial Support,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.3-corporate-legal-advisory-contracts-risk-governance.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
1627,W3276,Regulatory & Government Investigation Defense,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.3-corporate-legal-advisory-contracts-risk-governance.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1628,W3277,"Legal Risk Register, Loss Contingency & Disclosure",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.3-corporate-legal-advisory-contracts-risk-governance.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1629,W3278,"Ethics, Whistleblower & Investigation Case Management",VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.3-corporate-legal-advisory-contracts-risk-governance.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1630,W3279,Legal Operations Technology & e-Billing,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.3-corporate-legal-advisory-contracts-risk-governance.md,0.00,0.00,0.000,0,0,1,1,0.0,0.0,0,live,
1631,W3280,Legal Department Performance & Cost Analytics,VS-100-legal-operations-litigation-ip-management,01-model-company/workflows/VS-100-legal-operations-litigation-ip-management/PA-100.3-corporate-legal-advisory-contracts-risk-governance.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1632,W3281,Annual Merchandise Financial Plan & Sales/Margin Budget Development,VS-101-merchandise-financial-planning-otb-margin-management,01-model-company/workflows/VS-101-merchandise-financial-planning-otb-margin-management/PA-101.1-seasonal-merchandise-financial-planning-and-open-to-buy.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1633,W3282,Seasonal Merchandise Plan & Department/Category Financial Plan,VS-101-merchandise-financial-planning-otb-margin-management,01-model-company/workflows/VS-101-merchandise-financial-planning-otb-margin-management/PA-101.1-seasonal-merchandise-financial-planning-and-open-to-buy.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1634,W3283,"Open-to-Buy (OTB) Calculation, Maintenance & Weekly Recalculation",VS-101-merchandise-financial-planning-otb-margin-management,01-model-company/workflows/VS-101-merchandise-financial-planning-otb-margin-management/PA-101.1-seasonal-merchandise-financial-planning-and-open-to-buy.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1635,W3284,Category & Sub-Class Receipt Planning & Commitment Tracking,VS-101-merchandise-financial-planning-otb-margin-management,01-model-company/workflows/VS-101-merchandise-financial-planning-otb-margin-management/PA-101.1-seasonal-merchandise-financial-planning-and-open-to-buy.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
1636,W3285,Markdown & Clearance Budget Allocation & Spend Authorization,VS-101-merchandise-financial-planning-otb-margin-management,01-model-company/workflows/VS-101-merchandise-financial-planning-otb-margin-management/PA-101.1-seasonal-merchandise-financial-planning-and-open-to-buy.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
1637,W3286,"Gross-Margin Plan, Initial Markup (IMU) & Markdown-Margin Modeling",VS-101-merchandise-financial-planning-otb-margin-management,01-model-company/workflows/VS-101-merchandise-financial-planning-otb-margin-management/PA-101.1-seasonal-merchandise-financial-planning-and-open-to-buy.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
